time_s,freq_baseline_hz,freq_agc_hz
17.92298716452742,49.84172128818282,49.961365864945
17.932988831471913,49.84172128939184,49.96143844701669
17.942990498416403,49.84172129058068,49.96151100671764
17.952992165360893,49.841721291749266,49.96158354406317
17.962993832305386,49.8417212928976,49.9616560590686
17.972995499249876,49.84172129402565,49.961728551749246
17.982997166194366,49.84172129513341,49.96180102207898
17.992998833138856,49.841721296220875,49.961873469479144
18.00300050008335,49.84172129728806,49.96194589212492
18.01300216702784,49.84172129833497,49.962018287084305
18.02300383397233,49.84172129936164,49.962090650569436
18.03300550091682,49.8417213003681,49.962162978140086
18.04300716786131,49.84172130135438,49.96223526486935
18.0530088348058,49.84172130232054,49.9623075054783
18.06301050175029,49.841721303266645,49.96237969444534
18.073012168694785,49.841721304192745,49.96245182609479
18.083013835639274,49.841721305098915,49.96252389466855
18.093015502583764,49.84172130598522,49.962595894383895
18.103017169528254,49.84172130685177,49.96266781947991
18.113018836472747,49.84172130769863,49.962739664254684
18.123020503417237,49.84172130852592,49.96281142309492
18.133022170361727,49.84172130933372,49.962883090499346
18.143023837306217,49.84172131012215,49.962954661097086
18.15302550425071,49.84172131089134,49.963026129661934
18.1630271711952,49.84172131164139,49.96309749112318
18.17302883813969,49.84172131237244,49.96316874057375
18.183030505084183,49.84172131308461,49.9632398732761
18.193032172028673,49.84172131377805,49.9633108846663
18.203033838973163,49.8417213144529,49.96338177035659
18.213035505917652,49.8417213151093,49.96345252613677
18.223037172862146,49.84172131574739,49.96352314797462
18.233038839806635,49.84172131636735,49.96359363201549
18.243040506751125,49.84172131696933,49.96366397458129
18.253042173695615,49.841721317553485,49.96373417216898
18.26304384064011,49.841721318119994,49.96380422144856
18.273045507584598,49.84172131866903,49.9638741192609
18.283047174529088,49.84172131920076,49.963943862615075
18.29304884147358,49.84172131971537,49.96401344868573
18.30305050841807,49.841721320213026,49.964082874810174
18.31305217536256,49.841721320693935,49.9641521384853
18.32305384230705,49.841721321158275,49.96422123736453
18.333055509251544,49.84172132160624,49.96429016925464
18.343057176196034,49.84172132203802,49.96435893211252
18.353058843140523,49.84172132245381,49.96442752404192
18.363060510085013,49.84172132285381,49.964495943290224
18.373062177029507,49.84172132323822,49.964564188245106
18.383063843973996,49.841721323607246,49.96463225743134
18.393065510918486,49.84172132396109,49.96470014950748
18.40306717786298,49.84172132429997,49.964767863262644
18.41306884480747,49.841721324624075,49.96483539761331
18.42307051175196,49.84172132493362,49.964902751600086
18.43307217869645,49.841721325228825,49.964969924384576
18.443073845640942,49.8417213255099,49.965036915246216
18.453075512585432,49.84172132577706,49.96510372357919
18.463077179529922,49.841721326030516,49.96517034888936
18.47307884647441,49.84172132627049,49.96523679079121
18.483080513418905,49.84172132649719,49.96530304900488
18.493082180363395,49.84172132671084,49.965369123353184
18.503083847307884,49.84172132691166,49.96543501375872
18.513085514252378,49.84172132709986,49.965500720240925
18.523087181196868,49.841721327275664,49.9655662429133
18.533088848141357,49.841721327439295,49.96563158198055
18.543090515085847,49.841721327590975,49.96569673773587
18.55309218203034,49.841721327730916,49.96576171055816
