time_s,freq_hz,mode,battery_mw,soc_mwh
0.0,50.0,ARBITRAGE,-150.0,500.000390875
0.01,50.0,ARBITRAGE,-150.0,500.00078175
0.02,50.0,ARBITRAGE,-150.0,500.001172625
0.03,50.0,ARBITRAGE,-150.0,500.0015635
0.04,50.0,ARBITRAGE,-150.0,500.00195437499997
0.05,50.0,ARBITRAGE,-150.0,500.00234524999996
0.06,50.0,ARBITRAGE,-150.0,500.00273612499996
0.07,50.0,ARBITRAGE,-150.0,500.00312699999995
0.08,50.0,ARBITRAGE,-150.0,500.00351787499994
0.09,50.0,ARBITRAGE,-150.0,500.00390874999994
0.1,50.0,ARBITRAGE,-150.0,500.00429962499993
0.11,50.0,ARBITRAGE,-150.0,500.0046904999999
0.12,50.0,ARBITRAGE,-150.0,500.0050813749999
0.13,50.0,ARBITRAGE,-150.0,500.0054722499999
0.14,50.0,ARBITRAGE,-150.0,500.0058631249999
0.15,50.0,ARBITRAGE,-150.0,500.0062539999999
0.16,50.0,ARBITRAGE,-150.0,500.0066448749999
0.17,50.0,ARBITRAGE,-150.0,500.0070357499999
0.18,50.0,ARBITRAGE,-150.0,500.0074266249999
0.19,50.0,ARBITRAGE,-150.0,500.0078174999999
0.2,50.0,ARBITRAGE,-150.0,500.00820837499987
0.21,50.0,ARBITRAGE,-150.0,500.00859924999986
0.22,50.0,ARBITRAGE,-150.0,500.00899012499985
0.23,50.0,ARBITRAGE,-150.0,500.00938099999985
0.24,50.0,ARBITRAGE,-150.0,500.00977187499984
0.25,50.0,ARBITRAGE,-150.0,500.01016274999984
0.26,50.0,ARBITRAGE,-150.0,500.01055362499983
0.27,50.0,ARBITRAGE,-150.0,500.0109444999998
0.28,50.0,ARBITRAGE,-150.0,500.0113353749998
0.29,50.0,ARBITRAGE,-150.0,500.0117262499998
0.3,50.0,ARBITRAGE,-150.0,500.0121171249998
0.31,50.0,ARBITRAGE,-150.0,500.0125079999998
0.32,50.0,ARBITRAGE,-150.0,500.0128988749998
0.33,50.0,ARBITRAGE,-150.0,500.0132897499998
0.34,50.0,ARBITRAGE,-150.0,500.0136806249998
0.35000000000000003,50.0,ARBITRAGE,-150.0,500.0140714999998
0.36,50.0,ARBITRAGE,-150.0,500.01446237499977
0.37,50.0,ARBITRAGE,-150.0,500.01485324999976
0.38,50.0,ARBITRAGE,-150.0,500.01524412499975
0.39,50.0,ARBITRAGE,-150.0,500.01563499999975
0.4,50.0,ARBITRAGE,-150.0,500.01602587499974
0.41000000000000003,50.0,ARBITRAGE,-150.0,500.01641674999973
0.42,50.0,ARBITRAGE,-150.0,500.01680762499973
0.43,50.0,ARBITRAGE,-150.0,500.0171984999997
0.44,50.0,ARBITRAGE,-150.0,500.0175893749997
0.45,50.0,ARBITRAGE,-150.0,500.0179802499997
0.46,50.0,ARBITRAGE,-150.0,500.0183711249997
0.47000000000000003,50.0,ARBITRAGE,-150.0,500.0187619999997
0.48,50.0,ARBITRAGE,-150.0,500.0191528749997
0.49,50.0,ARBITRAGE,-150.0,500.0195437499997
0.5,50.0,ARBITRAGE,-150.0,500.0199346249997
0.51,50.0,ARBITRAGE,-150.0,500.0203254999997
0.52,50.0,ARBITRAGE,-150.0,500.02071637499967
0.53,50.0,ARBITRAGE,-150.0,500.02110724999966
0.54,50.0,ARBITRAGE,-150.0,500.02149812499965
0.55,50.0,ARBITRAGE,-150.0,500.02188899999965
0.56,50.0,ARBITRAGE,-150.0,500.02227987499964
0.5700000000000001,50.0,ARBITRAGE,-150.0,500.02267074999963
0.58,50.0,ARBITRAGE,-150.0,500.0230616249996
0.59,50.0,ARBITRAGE,-150.0,500.0234524999996
0.6,50.0,ARBITRAGE,-150.0,500.0238433749996
0.61,50.0,ARBITRAGE,-150.0,500.0242342499996
0.62,50.0,ARBITRAGE,-150.0,500.0246251249996
0.63,50.0,ARBITRAGE,-150.0,500.0250159999996
0.64,50.0,ARBITRAGE,-150.0,500.0254068749996
0.65,50.0,ARBITRAGE,-150.0,500.0257977499996
0.66,50.0,ARBITRAGE,-150.0,500.0261886249996
0.67,50.0,ARBITRAGE,-150.0,500.02657949999957
0.68,50.0,ARBITRAGE,-150.0,500.02697037499956
0.6900000000000001,50.0,ARBITRAGE,-150.0,500.02736124999956
0.7000000000000001,50.0,ARBITRAGE,-150.0,500.02775212499955
0.71,50.0,ARBITRAGE,-150.0,500.02814299999955
0.72,50.0,ARBITRAGE,-150.0,500.02853387499954
0.73,50.0,ARBITRAGE,-150.0,500.02892474999953
0.74,50.0,ARBITRAGE,-150.0,500.0293156249995
0.75,50.0,ARBITRAGE,-150.0,500.0297064999995
0.76,50.0,ARBITRAGE,-150.0,500.0300973749995
0.77,50.0,ARBITRAGE,-150.0,500.0304882499995
0.78,50.0,ARBITRAGE,-150.0,500.0308791249995
0.79,50.0,ARBITRAGE,-150.0,500.0312699999995
0.8,50.0,ARBITRAGE,-150.0,500.0316608749995
0.81,50.0,ARBITRAGE,-150.0,500.0320517499995
0.8200000000000001,50.0,ARBITRAGE,-150.0,500.0324426249995
0.8300000000000001,50.0,ARBITRAGE,-150.0,500.03283349999947
0.84,50.0,ARBITRAGE,-150.0,500.03322437499946
0.85,50.0,ARBITRAGE,-150.0,500.03361524999946
0.86,50.0,ARBITRAGE,-150.0,500.03400612499945
0.87,50.0,ARBITRAGE,-150.0,500.03439699999944
0.88,50.0,ARBITRAGE,-150.0,500.03478787499944
0.89,50.0,ARBITRAGE,-150.0,500.03517874999943
0.9,50.0,ARBITRAGE,-150.0,500.0355696249994
0.91,50.0,ARBITRAGE,-150.0,500.0359604999994
0.92,50.0,ARBITRAGE,-150.0,500.0363513749994
0.93,50.0,ARBITRAGE,-150.0,500.0367422499994
0.9400000000000001,50.0,ARBITRAGE,-150.0,500.0371331249994
0.9500000000000001,50.0,ARBITRAGE,-150.0,500.0375239999994
0.96,50.0,ARBITRAGE,-150.0,500.0379148749994
0.97,50.0,ARBITRAGE,-150.0,500.0383057499994
0.98,50.0,ARBITRAGE,-150.0,500.0386966249994
0.99,50.0,ARBITRAGE,-150.0,500.03908749999937
1.0,50.0,ARBITRAGE,-150.0,500.03947837499936
1.01,50.0,ARBITRAGE,-150.0,500.03986924999936
1.02,50.0,ARBITRAGE,-150.0,500.04026012499935
1.03,50.0,ARBITRAGE,-150.0,500.04065099999934
1.04,50.0,ARBITRAGE,-150.0,500.04104187499934
1.05,50.0,ARBITRAGE,-150.0,500.04143274999933
1.06,50.0,ARBITRAGE,-150.0,500.0418236249993
1.07,50.0,ARBITRAGE,-150.0,500.0422144999993
1.08,50.0,ARBITRAGE,-150.0,500.0426053749993
1.09,50.0,ARBITRAGE,-150.0,500.0429962499993
1.1,50.0,ARBITRAGE,-150.0,500.0433871249993
1.11,50.0,ARBITRAGE,-150.0,500.0437779999993
1.12,50.0,ARBITRAGE,-150.0,500.0441688749993
1.1300000000000001,50.0,ARBITRAGE,-150.0,500.0445597499993
1.1400000000000001,50.0,ARBITRAGE,-150.0,500.0449506249993
1.1500000000000001,50.0,ARBITRAGE,-150.0,500.04534149999927
1.16,50.0,ARBITRAGE,-150.0,500.04573237499926
1.17,50.0,ARBITRAGE,-150.0,500.04612324999925
1.18,50.0,ARBITRAGE,-150.0,500.04651412499925
1.19,50.0,ARBITRAGE,-150.0,500.04690499999924
1.2,50.0,ARBITRAGE,-150.0,500.04729587499924
1.21,50.0,ARBITRAGE,-150.0,500.04768674999923
1.22,50.0,ARBITRAGE,-150.0,500.0480776249992
1.23,50.0,ARBITRAGE,-150.0,500.0484684999992
1.24,50.0,ARBITRAGE,-150.0,500.0488593749992
1.25,50.0,ARBITRAGE,-150.0,500.0492502499992
1.26,50.0,ARBITRAGE,-150.0,500.0496411249992
1.27,50.0,ARBITRAGE,-150.0,500.0500319999992
1.28,50.0,ARBITRAGE,-150.0,500.0504228749992
1.29,50.0,ARBITRAGE,-150.0,500.0508137499992
1.3,50.0,ARBITRAGE,-150.0,500.0512046249992
1.31,50.0,ARBITRAGE,-150.0,500.05159549999917
1.32,50.0,ARBITRAGE,-150.0,500.05198637499916
1.33,50.0,ARBITRAGE,-150.0,500.05237724999915
1.34,50.0,ARBITRAGE,-150.0,500.05276812499915
1.35,50.0,ARBITRAGE,-150.0,500.05315899999914
1.36,50.0,ARBITRAGE,-150.0,500.05354987499913
1.37,50.0,ARBITRAGE,-150.0,500.05394074999913
1.3800000000000001,50.0,ARBITRAGE,-150.0,500.0543316249991
1.3900000000000001,50.0,ARBITRAGE,-150.0,500.0547224999991
1.4000000000000001,50.0,ARBITRAGE,-150.0,500.0551133749991
1.41,50.0,ARBITRAGE,-150.0,500.0555042499991
1.42,50.0,ARBITRAGE,-150.0,500.0558951249991
1.43,50.0,ARBITRAGE,-150.0,500.0562859999991
1.44,50.0,ARBITRAGE,-150.0,500.0566768749991
1.45,50.0,ARBITRAGE,-150.0,500.0570677499991
1.46,50.0,ARBITRAGE,-150.0,500.0574586249991
1.47,50.0,ARBITRAGE,-150.0,500.05784949999907
1.48,50.0,ARBITRAGE,-150.0,500.05824037499906
1.49,50.0,ARBITRAGE,-150.0,500.05863124999905
1.5,50.0,ARBITRAGE,-150.0,500.05902212499905
1.51,50.0,ARBITRAGE,-150.0,500.05941299999904
1.52,50.0,ARBITRAGE,-150.0,500.05980387499903
1.53,50.0,ARBITRAGE,-150.0,500.060194749999
1.54,50.0,ARBITRAGE,-150.0,500.060585624999
1.55,50.0,ARBITRAGE,-150.0,500.060976499999
1.56,50.0,ARBITRAGE,-150.0,500.061367374999
1.57,50.0,ARBITRAGE,-150.0,500.061758249999
1.58,50.0,ARBITRAGE,-150.0,500.062149124999
1.59,50.0,ARBITRAGE,-150.0,500.062539999999
1.6,50.0,ARBITRAGE,-150.0,500.062930874999
1.61,50.0,ARBITRAGE,-150.0,500.063321749999
1.62,50.0,ARBITRAGE,-150.0,500.06371262499897
1.6300000000000001,50.0,ARBITRAGE,-150.0,500.06410349999896
1.6400000000000001,50.0,ARBITRAGE,-150.0,500.06449437499896
1.6500000000000001,50.0,ARBITRAGE,-150.0,500.06488524999895
1.6600000000000001,50.0,ARBITRAGE,-150.0,500.06527612499895
1.67,50.0,ARBITRAGE,-150.0,500.06566699999894
1.68,50.0,ARBITRAGE,-150.0,500.06605787499893
1.69,50.0,ARBITRAGE,-150.0,500.0664487499989
1.7,50.0,ARBITRAGE,-150.0,500.0668396249989
1.71,50.0,ARBITRAGE,-150.0,500.0672304999989
1.72,50.0,ARBITRAGE,-150.0,500.0676213749989
1.73,50.0,ARBITRAGE,-150.0,500.0680122499989
1.74,50.0,ARBITRAGE,-150.0,500.0684031249989
1.75,50.0,ARBITRAGE,-150.0,500.0687939999989
1.76,50.0,ARBITRAGE,-150.0,500.0691848749989
1.77,50.0,ARBITRAGE,-150.0,500.0695757499989
1.78,50.0,ARBITRAGE,-150.0,500.06996662499887
1.79,50.0,ARBITRAGE,-150.0,500.07035749999886
1.8,50.0,ARBITRAGE,-150.0,500.07074837499886
1.81,50.0,ARBITRAGE,-150.0,500.07113924999885
1.82,50.0,ARBITRAGE,-150.0,500.07153012499884
1.83,50.0,ARBITRAGE,-150.0,500.07192099999884
1.84,50.0,ARBITRAGE,-150.0,500.07231187499883
1.85,50.0,ARBITRAGE,-150.0,500.0727027499988
1.86,50.0,ARBITRAGE,-150.0,500.0730936249988
1.87,50.0,ARBITRAGE,-150.0,500.0734844999988
1.8800000000000001,50.0,ARBITRAGE,-150.0,500.0738753749988
1.8900000000000001,50.0,ARBITRAGE,-150.0,500.0742662499988
1.9000000000000001,50.0,ARBITRAGE,-150.0,500.0746571249988
1.9100000000000001,50.0,ARBITRAGE,-150.0,500.0750479999988
1.92,50.0,ARBITRAGE,-150.0,500.0754388749988
1.93,50.0,ARBITRAGE,-150.0,500.0758297499988
1.94,50.0,ARBITRAGE,-150.0,500.07622062499877
1.95,50.0,ARBITRAGE,-150.0,500.07661149999876
1.96,50.0,ARBITRAGE,-150.0,500.07700237499876
1.97,50.0,ARBITRAGE,-150.0,500.07739324999875
1.98,50.0,ARBITRAGE,-150.0,500.07778412499874
1.99,50.0,ARBITRAGE,-150.0,500.07817499999874
2.0,50.0,ARBITRAGE,-150.0,500.07856587499873
2.0100000000000002,50.0,ARBITRAGE,-150.0,500.0789567499987
2.02,50.0,ARBITRAGE,-150.0,500.0793476249987
2.0300000000000002,50.0,ARBITRAGE,-150.0,500.0797384999987
2.04,50.0,ARBITRAGE,-150.0,500.0801293749987
2.05,50.0,ARBITRAGE,-150.0,500.0805202499987
2.06,50.0,ARBITRAGE,-150.0,500.0809111249987
2.07,50.0,ARBITRAGE,-150.0,500.0813019999987
2.08,50.0,ARBITRAGE,-150.0,500.0816928749987
2.09,50.0,ARBITRAGE,-150.0,500.0820837499987
2.1,50.0,ARBITRAGE,-150.0,500.08247462499867
2.11,50.0,ARBITRAGE,-150.0,500.08286549999866
2.12,50.0,ARBITRAGE,-150.0,500.08325637499865
2.13,50.0,ARBITRAGE,-150.0,500.08364724999865
2.14,50.0,ARBITRAGE,-150.0,500.08403812499864
2.15,50.0,ARBITRAGE,-150.0,500.08442899999864
2.16,50.0,ARBITRAGE,-150.0,500.08481987499863
2.17,50.0,ARBITRAGE,-150.0,500.0852107499986
2.18,50.0,ARBITRAGE,-150.0,500.0856016249986
2.19,50.0,ARBITRAGE,-150.0,500.0859924999986
2.2,50.0,ARBITRAGE,-150.0,500.0863833749986
2.21,50.0,ARBITRAGE,-150.0,500.0867742499986
2.22,50.0,ARBITRAGE,-150.0,500.0871651249986
2.23,50.0,ARBITRAGE,-150.0,500.0875559999986
2.24,50.0,ARBITRAGE,-150.0,500.0879468749986
2.25,50.0,ARBITRAGE,-150.0,500.0883377499986
2.2600000000000002,50.0,ARBITRAGE,-150.0,500.08872862499857
2.27,50.0,ARBITRAGE,-150.0,500.08911949999856
2.2800000000000002,50.0,ARBITRAGE,-150.0,500.08951037499855
2.29,50.0,ARBITRAGE,-150.0,500.08990124999855
2.3000000000000003,50.0,ARBITRAGE,-150.0,500.09029212499854
2.31,50.0,ARBITRAGE,-150.0,500.09068299999853
2.32,50.0,ARBITRAGE,-150.0,500.09107387499853
2.33,50.0,ARBITRAGE,-150.0,500.0914647499985
2.34,50.0,ARBITRAGE,-150.0,500.0918556249985
2.35,50.0,ARBITRAGE,-150.0,500.0922464999985
2.36,50.0,ARBITRAGE,-150.0,500.0926373749985
2.37,50.0,ARBITRAGE,-150.0,500.0930282499985
2.38,50.0,ARBITRAGE,-150.0,500.0934191249985
2.39,50.0,ARBITRAGE,-150.0,500.0938099999985
2.4,50.0,ARBITRAGE,-150.0,500.0942008749985
2.41,50.0,ARBITRAGE,-150.0,500.0945917499985
2.42,50.0,ARBITRAGE,-150.0,500.09498262499847
2.43,50.0,ARBITRAGE,-150.0,500.09537349999846
2.44,50.0,ARBITRAGE,-150.0,500.09576437499845
2.45,50.0,ARBITRAGE,-150.0,500.09615524999845
2.46,50.0,ARBITRAGE,-150.0,500.09654612499844
2.47,50.0,ARBITRAGE,-150.0,500.09693699999843
2.48,50.0,ARBITRAGE,-150.0,500.0973278749984
2.49,50.0,ARBITRAGE,-150.0,500.0977187499984
2.5,50.0,ARBITRAGE,-150.0,500.0981096249984
2.5100000000000002,50.0,ARBITRAGE,-150.0,500.0985004999984
2.52,50.0,ARBITRAGE,-150.0,500.0988913749984
2.5300000000000002,50.0,ARBITRAGE,-150.0,500.0992822499984
2.54,50.0,ARBITRAGE,-150.0,500.0996731249984
2.5500000000000003,50.0,ARBITRAGE,-150.0,500.1000639999984
2.56,50.0,ARBITRAGE,-150.0,500.1004548749984
2.57,50.0,ARBITRAGE,-150.0,500.10084574999837
2.58,50.0,ARBITRAGE,-150.0,500.10123662499836
2.59,50.0,ARBITRAGE,-150.0,500.10162749999836
2.6,50.0,ARBITRAGE,-150.0,500.10201837499835
2.61,50.0,ARBITRAGE,-150.0,500.10240924999835
2.62,50.0,ARBITRAGE,-150.0,500.10280012499834
2.63,50.0,ARBITRAGE,-150.0,500.10319099999833
2.64,50.0,ARBITRAGE,-150.0,500.1035818749983
2.65,50.0,ARBITRAGE,-150.0,500.1039727499983
2.66,50.0,ARBITRAGE,-150.0,500.1043636249983
2.67,50.0,ARBITRAGE,-150.0,500.1047544999983
2.68,50.0,ARBITRAGE,-150.0,500.1051453749983
2.69,50.0,ARBITRAGE,-150.0,500.1055362499983
2.7,50.0,ARBITRAGE,-150.0,500.1059271249983
2.71,50.0,ARBITRAGE,-150.0,500.1063179999983
2.72,50.0,ARBITRAGE,-150.0,500.1067088749983
2.73,50.0,ARBITRAGE,-150.0,500.10709974999827
2.74,50.0,ARBITRAGE,-150.0,500.10749062499826
2.75,50.0,ARBITRAGE,-150.0,500.10788149999826
2.7600000000000002,50.0,ARBITRAGE,-150.0,500.10827237499825
2.77,50.0,ARBITRAGE,-150.0,500.10866324999824
2.7800000000000002,50.0,ARBITRAGE,-150.0,500.10905412499824
2.79,50.0,ARBITRAGE,-150.0,500.10944499999823
2.8000000000000003,50.0,ARBITRAGE,-150.0,500.1098358749982
2.81,50.0,ARBITRAGE,-150.0,500.1102267499982
2.82,50.0,ARBITRAGE,-150.0,500.1106176249982
2.83,50.0,ARBITRAGE,-150.0,500.1110084999982
2.84,50.0,ARBITRAGE,-150.0,500.1113993749982
2.85,50.0,ARBITRAGE,-150.0,500.1117902499982
2.86,50.0,ARBITRAGE,-150.0,500.1121811249982
2.87,50.0,ARBITRAGE,-150.0,500.1125719999982
2.88,50.0,ARBITRAGE,-150.0,500.1129628749982
2.89,50.0,ARBITRAGE,-150.0,500.11335374999817
2.9,50.0,ARBITRAGE,-150.0,500.11374462499816
2.91,50.0,ARBITRAGE,-150.0,500.11413549999816
2.92,50.0,ARBITRAGE,-150.0,500.11452637499815
2.93,50.0,ARBITRAGE,-150.0,500.11491724999814
2.94,50.0,ARBITRAGE,-150.0,500.11530812499814
2.95,50.0,ARBITRAGE,-150.0,500.11569899999813
2.96,50.0,ARBITRAGE,-150.0,500.1160898749981
2.97,50.0,ARBITRAGE,-150.0,500.1164807499981
2.98,50.0,ARBITRAGE,-150.0,500.1168716249981
2.99,50.0,ARBITRAGE,-150.0,500.1172624999981
3.0,50.0,ARBITRAGE,-150.0,500.1176533749981
3.0100000000000002,50.0,ARBITRAGE,-150.0,500.1180442499981
3.02,50.0,ARBITRAGE,-150.0,500.1184351249981
3.0300000000000002,50.0,ARBITRAGE,-150.0,500.1188259999981
3.04,50.0,ARBITRAGE,-150.0,500.1192168749981
3.0500000000000003,50.0,ARBITRAGE,-150.0,500.11960774999807
3.06,50.0,ARBITRAGE,-150.0,500.11999862499806
3.0700000000000003,50.0,ARBITRAGE,-150.0,500.12038949999805
3.08,50.0,ARBITRAGE,-150.0,500.12078037499805
3.09,50.0,ARBITRAGE,-150.0,500.12117124999804
3.1,50.0,ARBITRAGE,-150.0,500.12156212499804
3.11,50.0,ARBITRAGE,-150.0,500.12195299999803
3.12,50.0,ARBITRAGE,-150.0,500.122343874998
3.13,50.0,ARBITRAGE,-150.0,500.122734749998
3.14,50.0,ARBITRAGE,-150.0,500.123125624998
3.15,50.0,ARBITRAGE,-150.0,500.123516499998
3.16,50.0,ARBITRAGE,-150.0,500.123907374998
3.17,50.0,ARBITRAGE,-150.0,500.124298249998
3.18,50.0,ARBITRAGE,-150.0,500.124689124998
3.19,50.0,ARBITRAGE,-150.0,500.125079999998
3.2,50.0,ARBITRAGE,-150.0,500.125470874998
3.21,50.0,ARBITRAGE,-150.0,500.12586174999797
3.22,50.0,ARBITRAGE,-150.0,500.12625262499796
3.23,50.0,ARBITRAGE,-150.0,500.12664349999795
3.24,50.0,ARBITRAGE,-150.0,500.12703437499795
3.25,50.0,ARBITRAGE,-150.0,500.12742524999794
3.2600000000000002,50.0,ARBITRAGE,-150.0,500.12781612499793
3.27,50.0,ARBITRAGE,-150.0,500.12820699999793
3.2800000000000002,50.0,ARBITRAGE,-150.0,500.1285978749979
3.29,50.0,ARBITRAGE,-150.0,500.1289887499979
3.3000000000000003,50.0,ARBITRAGE,-150.0,500.1293796249979
3.31,50.0,ARBITRAGE,-150.0,500.1297704999979
3.3200000000000003,50.0,ARBITRAGE,-150.0,500.1301613749979
3.33,50.0,ARBITRAGE,-150.0,500.1305522499979
3.34,50.0,ARBITRAGE,-150.0,500.1309431249979
3.35,50.0,ARBITRAGE,-150.0,500.1313339999979
3.36,50.0,ARBITRAGE,-150.0,500.1317248749979
3.37,50.0,ARBITRAGE,-150.0,500.13211574999787
3.38,50.0,ARBITRAGE,-150.0,500.13250662499786
3.39,50.0,ARBITRAGE,-150.0,500.13289749999785
3.4,50.0,ARBITRAGE,-150.0,500.13328837499785
3.41,50.0,ARBITRAGE,-150.0,500.13367924999784
3.42,50.0,ARBITRAGE,-150.0,500.13407012499783
3.43,50.0,ARBITRAGE,-150.0,500.1344609999978
3.44,50.0,ARBITRAGE,-150.0,500.1348518749978
3.45,50.0,ARBITRAGE,-150.0,500.1352427499978
3.46,50.0,ARBITRAGE,-150.0,500.1356336249978
3.47,50.0,ARBITRAGE,-150.0,500.1360244999978
3.48,50.0,ARBITRAGE,-150.0,500.1364153749978
3.49,50.0,ARBITRAGE,-150.0,500.1368062499978
3.5,50.0,ARBITRAGE,-150.0,500.1371971249978
3.5100000000000002,50.0,ARBITRAGE,-150.0,500.1375879999978
3.52,50.0,ARBITRAGE,-150.0,500.13797887499777
3.5300000000000002,50.0,ARBITRAGE,-150.0,500.13836974999776
3.54,50.0,ARBITRAGE,-150.0,500.13876062499776
3.5500000000000003,50.0,ARBITRAGE,-150.0,500.13915149999775
3.56,50.0,ARBITRAGE,-150.0,500.13954237499775
3.5700000000000003,50.0,ARBITRAGE,-150.0,500.13993324999774
3.58,50.0,ARBITRAGE,-150.0,500.14032412499773
3.59,50.0,ARBITRAGE,-150.0,500.1407149999977
3.6,50.0,ARBITRAGE,-150.0,500.1411058749977
3.61,50.0,ARBITRAGE,-150.0,500.1414967499977
3.62,50.0,ARBITRAGE,-150.0,500.1418876249977
3.63,50.0,ARBITRAGE,-150.0,500.1422784999977
3.64,50.0,ARBITRAGE,-150.0,500.1426693749977
3.65,50.0,ARBITRAGE,-150.0,500.1430602499977
3.66,50.0,ARBITRAGE,-150.0,500.1434511249977
3.67,50.0,ARBITRAGE,-150.0,500.1438419999977
3.68,50.0,ARBITRAGE,-150.0,500.14423287499767
3.69,50.0,ARBITRAGE,-150.0,500.14462374999766
3.7,50.0,ARBITRAGE,-150.0,500.14501462499766
3.71,50.0,ARBITRAGE,-150.0,500.14540549999765
3.72,50.0,ARBITRAGE,-150.0,500.14579637499764
3.73,50.0,ARBITRAGE,-150.0,500.14618724999764
3.74,50.0,ARBITRAGE,-150.0,500.14657812499763
3.75,50.0,ARBITRAGE,-150.0,500.1469689999976
3.7600000000000002,50.0,ARBITRAGE,-150.0,500.1473598749976
3.77,50.0,ARBITRAGE,-150.0,500.1477507499976
3.7800000000000002,50.0,ARBITRAGE,-150.0,500.1481416249976
3.79,50.0,ARBITRAGE,-150.0,500.1485324999976
3.8000000000000003,50.0,ARBITRAGE,-150.0,500.1489233749976
3.81,50.0,ARBITRAGE,-150.0,500.1493142499976
3.8200000000000003,50.0,ARBITRAGE,-150.0,500.1497051249976
3.83,50.0,ARBITRAGE,-150.0,500.1500959999976
3.84,50.0,ARBITRAGE,-150.0,500.15048687499757
3.85,50.0,ARBITRAGE,-150.0,500.15087774999756
3.86,50.0,ARBITRAGE,-150.0,500.15126862499756
3.87,50.0,ARBITRAGE,-150.0,500.15165949999755
3.88,50.0,ARBITRAGE,-150.0,500.15205037499754
3.89,50.0,ARBITRAGE,-150.0,500.15244124999754
3.9,50.0,ARBITRAGE,-150.0,500.15283212499753
3.91,50.0,ARBITRAGE,-150.0,500.1532229999975
3.92,50.0,ARBITRAGE,-150.0,500.1536138749975
3.93,50.0,ARBITRAGE,-150.0,500.1540047499975
3.94,50.0,ARBITRAGE,-150.0,500.1543956249975
3.95,50.0,ARBITRAGE,-150.0,500.1547864999975
3.96,50.0,ARBITRAGE,-150.0,500.1551773749975
3.97,50.0,ARBITRAGE,-150.0,500.1555682499975
3.98,50.0,ARBITRAGE,-150.0,500.1559591249975
3.99,50.0,ARBITRAGE,-150.0,500.1563499999975
4.0,50.0,ARBITRAGE,-150.0,500.15674087499747
4.01,50.0,ARBITRAGE,-150.0,500.15713174999746
4.0200000000000005,50.0,ARBITRAGE,-150.0,500.15752262499745
4.03,50.0,ARBITRAGE,-150.0,500.15791349999745
4.04,50.0,ARBITRAGE,-150.0,500.15830437499744
4.05,50.0,ARBITRAGE,-150.0,500.15869524999744
4.0600000000000005,50.0,ARBITRAGE,-150.0,500.15908612499743
4.07,50.0,ARBITRAGE,-150.0,500.1594769999974
4.08,50.0,ARBITRAGE,-150.0,500.1598678749974
4.09,50.0,ARBITRAGE,-150.0,500.1602587499974
4.1,50.0,ARBITRAGE,-150.0,500.1606496249974
4.11,50.0,ARBITRAGE,-150.0,500.1610404999974
4.12,50.0,ARBITRAGE,-150.0,500.1614313749974
4.13,50.0,ARBITRAGE,-150.0,500.1618222499974
4.14,50.0,ARBITRAGE,-150.0,500.1622131249974
4.15,50.0,ARBITRAGE,-150.0,500.1626039999974
4.16,50.0,ARBITRAGE,-150.0,500.16299487499737
4.17,50.0,ARBITRAGE,-150.0,500.16338574999736
4.18,50.0,ARBITRAGE,-150.0,500.16377662499735
4.19,50.0,ARBITRAGE,-150.0,500.16416749999735
4.2,50.0,ARBITRAGE,-150.0,500.16455837499734
4.21,50.0,ARBITRAGE,-150.0,500.16494924999733
4.22,50.0,ARBITRAGE,-150.0,500.16534012499733
4.23,50.0,ARBITRAGE,-150.0,500.1657309999973
4.24,50.0,ARBITRAGE,-150.0,500.1661218749973
4.25,50.0,ARBITRAGE,-150.0,500.1665127499973
4.26,50.0,ARBITRAGE,-150.0,500.1669036249973
4.2700000000000005,50.0,ARBITRAGE,-150.0,500.1672944999973
4.28,50.0,ARBITRAGE,-150.0,500.1676853749973
4.29,50.0,ARBITRAGE,-150.0,500.1680762499973
4.3,50.0,ARBITRAGE,-150.0,500.1684671249973
4.3100000000000005,50.0,ARBITRAGE,-150.0,500.1688579999973
4.32,50.0,ARBITRAGE,-150.0,500.16924887499727
4.33,50.0,ARBITRAGE,-150.0,500.16963974999726
4.34,50.0,ARBITRAGE,-150.0,500.17003062499725
4.3500000000000005,50.0,ARBITRAGE,-150.0,500.17042149999725
4.36,50.0,ARBITRAGE,-150.0,500.17081237499724
4.37,50.0,ARBITRAGE,-150.0,500.17120324999723
4.38,50.0,ARBITRAGE,-150.0,500.1715941249972
4.39,50.0,ARBITRAGE,-150.0,500.1719849999972
4.4,50.0,ARBITRAGE,-150.0,500.1723758749972
4.41,50.0,ARBITRAGE,-150.0,500.1727667499972
4.42,50.0,ARBITRAGE,-150.0,500.1731576249972
4.43,50.0,ARBITRAGE,-150.0,500.1735484999972
4.44,50.0,ARBITRAGE,-150.0,500.1739393749972
4.45,50.0,ARBITRAGE,-150.0,500.1743302499972
4.46,50.0,ARBITRAGE,-150.0,500.1747211249972
4.47,50.0,ARBITRAGE,-150.0,500.17511199999717
4.48,50.0,ARBITRAGE,-150.0,500.17550287499716
4.49,50.0,ARBITRAGE,-150.0,500.17589374999716
4.5,50.0,ARBITRAGE,-150.0,500.17628462499715
4.51,50.0,ARBITRAGE,-150.0,500.17667549999715
4.5200000000000005,50.0,ARBITRAGE,-150.0,500.17706637499714
4.53,50.0,ARBITRAGE,-150.0,500.17745724999713
4.54,50.0,ARBITRAGE,-150.0,500.1778481249971
4.55,50.0,ARBITRAGE,-150.0,500.1782389999971
4.5600000000000005,50.0,ARBITRAGE,-150.0,500.1786298749971
